Email,Time,Average Closing Price,Percentage Change,Highest Closing Price,Lowest Closing Price
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:07:47.754357,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:09:13.398443,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:09:58.291132,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 03:14:18.347218,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 17:00:15.277536,8.083,-0.22,8.626543045043945,7.539831638336182
q,2024-12-19 18:46:10.191609,8.083,-0.22,8.626543045043945,7.53983211517334
q,2024-12-19 19:01:08.924890,8.911,-0.59,10.739999771118164,7.53983211517334
